3576906,1526344338.26166,e,1,udp,3,fe80::250:56ff:febe:254,8612,ff02::1,8612,2,156,INT,4,1526344338.27169,3084,0.010024,0.010024,0,0.010024,0.010024,0.010024,2,0,156,0,99.760574,99.760574,0,312,312,4,4,200009,4,199.531,199.531,2,2,199.293,199.263,4,4,0,Normal,Normal
3576907,1526344338.26167,e,1,udp,3,fe80::250:56ff:febe:254,8612,ff02::1,8610,2,156,INT,4,1526344338.2717,3085,0.010023,0.010023,0,0.010023,0.010023,0.010023,2,0,156,0,99.770531,99.770531,0,312,312,4,4,200009,4,199.531,199.531,2,2,199.293,199.322,4,4,0,Normal,Normal
3576908,1526344339.15342,e,1,udp,3,192.168.100.147,60865,8.8.8.8,53,2,172,CON,2,1526344339.16109,3089,0.007666,0.007666,0,0.007666,0.007666,0.007666,1,1,86,86,130.446121,0,0,1802,1720,23,20,200009,68,3.37968,275.179,10,12,260.892,3.11157,20,8,0,Normal,Normal
3576909,1526344339.31473,e,1,udp,3,192.168.100.150,56155,255.255.255.255,3289,1,60,INT,4,1526344339.31473,4081,0,0,0,0,0,0,1,0,60,0,0,0,0,1649,139,21,2,200009,1,4.12964,0,2,14,0,0,2,15,0,Normal,Normal
3576910,1526344340.35211,e,1,udp,3,192.168.100.150,56854,255.255.255.255,1124,1,79,INT,4,1526344340.35211,4094,0,0,0,0,0,0,1,0,79,0,0,0,0,1649,139,21,2,200009,1,4.12964,0,2,14,0,0,2,15,0,Normal,Normal
3576911,1526344349.73268,e,1,udp,3,192.168.100.150,58610,192.168.217.2,53,2,172,INT,4,1526344352.23358,4123,2.500902,0,0,0,0,0,2,0,172,0,0.399856,0.399856,0,1649,1376,21,16,200009,68,4.12964,0.799779,8,14,0.799711,3.11157,16,15,0,Normal,Normal
3576912,1526344351.40307,e,1,udp,3,192.168.100.149,35915,192.168.217.2,53,2,172,INT,4,1526344353.90318,4126,2.500109,0,0,0,0,0,2,0,172,0,0.399983,0.399983,0,1090,1376,13,16,200009,68,2.5924,0.799779,8,9,0.799965,3.11157,16,9,0,Normal,Normal
3576913,1526344353.58606,e,1,udp,3,192.168.100.148,33862,192.168.217.2,53,2,172,INT,4,1526344356.08723,4134,2.501172,0,0,0,0,0,2,0,172,0,0.399813,0.399813,0,1802,1376,23,16,200009,68,3.35127,0.799779,8,12,0.799625,3.11157,16,9,0,Normal,Normal
3576914,1526344356.23448,e,1,udp,3,192.168.100.150,52938,8.8.8.8,53,2,172,CON,2,1526344356.24173,4139,0.00725,0.00725,0,0.00725,0.00725,0.00725,1,1,86,86,137.931046,0,0,1649,1720,21,20,200009,68,4.12964,275.179,10,14,275.862,3.11157,20,6,0,Normal,Normal
3576915,1526344357.90301,e,1,udp,3,192.168.100.149,59519,8.8.8.8,53,2,172,CON,2,1526344357.91018,4185,0.007168,0.007168,0,0.007168,0.007168,0.007168,1,1,86,86,139.508926,0,0,1090,1720,13,20,200009,68,2.5924,275.179,10,9,279.018,3.11157,20,4,0,Normal,Normal
3576916,1526344355.62341,e,1,udp,3,192.168.100.147,57830,192.168.217.2,53,2,172,INT,4,1526344358.1244,4137,2.500985,0,0,0,0,0,2,0,172,0,0.399842,0.399842,0,1802,1376,23,16,200009,68,3.37968,0.799779,8,12,0.799685,3.11157,16,9,0,Normal,Normal
3576917,1526344360.08802,e,1,udp,3,192.168.100.148,52865,8.8.8.8,53,2,172,CON,2,1526344360.09545,4241,0.00743,0.00743,0,0.00743,0.00743,0.00743,1,1,86,86,134.589493,0,0,1802,1720,23,20,200009,68,3.35127,275.179,10,12,269.179,3.11157,20,8,0,Normal,Normal
3576918,1526344362.12606,e,1,udp,3,192.168.100.147,52216,8.8.8.8,53,2,172,CON,2,1526344362.13351,4308,0.00745,0.00745,0,0.00745,0.00745,0.00745,1,1,86,86,134.228195,0,0,1802,1720,23,20,200009,68,3.37968,275.179,10,12,268.456,3.11157,20,8,0,Normal,Normal
3576919,1526344031.66516,e,1,udp,3,192.168.100.46,80,192.168.100.5,80,29726,28543568,INT,4,1526345717.37204,3,1685.706909,4.947334,0.231518,1662.304321,0.710964,4.991788,29726,0,28543568,0,17.633553,17.633553,0,220390664,220390784,225519,225521,200009,244425,26.668,26.668,7,6,17.7787,26.668,56272,56272,0,Normal,Normal
3576920,1526344031.66516,e,1,tcp,1,192.168.100.46,80,192.168.100.5,80,30157,28898696,CON,2,1526345717.37205,4,1685.706909,4.947345,0.231582,1662.307983,0.710952,4.991786,30157,0,28898696,0,17.889231,17.889231,0,220390664,220390784,225519,225521,228373,244425,17.9148,17.9148,7,6,19.814,11.943,56703,56703,0,Normal,Normal
3576921,1526344031.66517,e,1,tcp,1,192.168.100.6,80,192.168.100.3,80,10056,2976576,CON,2,1526345717.78737,5,1686.122192,4.832168,0.230037,1623.608521,0.655978,4.999866,10056,0,2976576,0,5.963387,5.963387,0,5596676,39702028,18908,84736,228373,244425,5.9722,8.4138,7,3,19.814,11.943,53659,18906,0,Normal,Normal
3576922,1526344031.66517,e,1,udp,3,192.168.100.7,365,192.168.100.3,565,16326,979560,INT,4,1526345717.63848,6,1685.973267,4.893885,0.231947,1644.345215,0.655978,4.999755,16326,0,979560,0,9.682835,9.682835,0,1864620,39702028,31077,84736,200009,31077,9.81687,9.81687,7,2,9.81687,9.81687,31077,31077,0,Normal,Normal
3576923,1526344031.72296,e,1,tcp,1,192.168.100.5,0,192.168.100.3,0,18431,17131488,CON,2,1526345717.53197,7,1685.80896,4.898582,0.235357,1645.92334,0.598172,4.999866,18431,0,17131488,0,10.932437,10.932437,0,32241905,39702028,34760,84736,228373,34657,10.8203,8.4138,7,7,10.9482,10.9482,53659,34753,0,Normal,Normal
3576924,1526344032.63708,e,1,tcp,1,192.168.100.3,59552,13.55.154.73,8883,3018,682915,CON,2,1526345712.22604,8,1679.588989,3.947982,1.272364,1314.677856,1.51683,4.999982,1509,1509,583321,99594,1.796273,0.897839,0.897839,116736097,1262062,118038,5396,228373,5396,17.9997,1.70849,2,20,1.70849,1.70849,5396,117939,0,Normal,Normal
3576925,1526344031.66514,e &,7,tcp,1,192.168.100.3,80,192.168.100.55,8080,59453,60884536,CON,2,1526345717.37205,1,1685.706909,4.947914,0.228494,1662.499146,0.768694,4.999863,29727,29726,28717341,32167195,35.268291,17.634146,17.633553,116736097,115449031,118038,112543,228373,112543,17.9997,35.5576,2,20,19.814,35.5576,112543,117939,0,Normal,Normal
3576926,1526344031.66515,e,1,udp,3,192.168.100.46,3456,192.168.100.5,80,59452,59114121,CON,2,1526345717.37204,2,1685.706909,4.947584,0.231615,1662.388062,0.710969,4.999863,29726,29726,30347258,28766863,35.267696,17.633553,17.633553,220390664,220390784,225519,225521,200009,244425,26.668,26.668,7,6,35.5573,26.668,112544,112544,0,Normal,Normal
3576927,1526344599.15593,e,1,udp,3,192.168.100.3,15726,184.85.248.65,53,2,333,CON,2,1526344599.37182,6740,0.215891,0.215891,0,0.215891,0.215891,0.215891,1,1,98,235,4.631967,0,0,116736097,333,118038,2,200009,68,17.1051,9.26393,1,20,9.26393,3.11157,2,26,0,Normal,Normal
3576928,1526344599.44132,e,1,udp,3,192.168.100.3,13392,205.251.194.167,53,2,366,CON,2,1526344599.71981,6741,0.27849,0.27849,0,0.27849,0.27849,0.27849,1,1,98,268,3.590793,0,0,116736097,366,118038,2,200009,68,17.1051,7.18159,1,20,7.18159,3.11157,2,26,0,Normal,Normal
3576929,1526344599.77459,e,1,udp,3,192.168.100.3,52067,192.5.5.241,53,2,1295,CON,2,1526344599.80624,6748,0.031651,0.031651,0,0.031651,0.031651,0.031651,1,1,82,1213,31.594578,0,0,116736097,2504,118038,4,200009,68,17.1051,63.2721,2,20,63.1892,3.11157,4,26,0,Normal,Normal
3576930,1526344599.77464,e,1,udp,3,192.168.100.3,14949,192.5.5.241,53,2,1209,CON,2,1526344599.80621,6749,0.031568,0.031568,0,0.031568,0.031568,0.031568,1,1,70,1139,31.67765,0,0,116736097,2504,118038,4,200009,68,17.1051,63.2721,2,20,63.3553,3.11157,4,26,0,Normal,Normal
3576931,1526344599.83363,e,1,udp,3,192.168.100.3,5167,192.35.51.30,53,2,885,CON,2,1526344599.998,6750,0.164368,0.164368,0,0.164368,0.164368,0.164368,1,1,82,803,6.083909,0,0,116736097,885,118038,2,200009,68,17.1051,12.1678,1,20,12.1678,3.11157,2,26,0,Normal,Normal
3576932,1526344600.09149,e,1,udp,3,192.168.100.3,5720,205.251.195.97,53,2,323,CON,2,1526344600.38312,6753,0.291631,0.291631,0,0.291631,0.291631,0.291631,1,1,93,230,3.428991,0,0,116736097,323,118038,2,200009,68,17.1051,6.85798,1,20,6.85798,3.11157,2,26,0,Normal,Normal
3576933,1526344600.38443,e,1,udp,3,192.168.100.3,56746,205.251.196.236,53,2,419,CON,2,1526344600.39372,6756,0.009295,0.009295,0,0.009295,0.009295,0.009295,1,1,93,326,107.584724,0,0,116736097,419,118038,2,200009,68,17.1051,215.169,1,20,215.169,3.11157,2,26,0,Normal,Normal
3576934,1526344600.50033,e,1,udp,3,192.168.100.3,34560,199.7.91.13,53,2,1290,CON,2,1526344600.51641,6761,0.016084,0.016084,0,0.016084,0.016084,0.016084,1,1,81,1209,62.173588,0,0,116736097,1290,118038,2,200009,68,17.1051,124.347,1,20,124.347,3.11157,2,26,0,Normal,Normal
3576935,1526344600.5168,e,1,udp,3,192.168.100.3,49393,192.12.94.30,53,2,883,CON,2,1526344600.68104,6762,0.16424,0.16424,0,0.16424,0.16424,0.16424,1,1,81,802,6.088651,0,0,116736097,883,118038,2,200009,68,17.1051,12.1773,1,20,12.1773,3.11157,2,26,0,Normal,Normal
3576936,1526344600.7782,e,1,tcp,1,192.168.100.3,56312,52.35.35.13,443,32,6689,FIN,6,1526344662.51898,6765,61.740784,0.292655,0.331883,2.048587,0.15452,1.105515,18,14,2361,4328,0.502099,0.275345,0.210558,116736097,6689,118038,32,228373,72,17.9997,0.518296,1,20,0.518296,0.309227,32,72,0,Normal,Normal
3576937,1526344717.55236,e,1,udp,3,192.168.100.6,138,192.168.100.255,138,2,500,INT,4,1526345617.57519,7836,900.022827,0,0,0,0,0,2,0,500,0,0.001111,0.001111,0,5596676,740,18908,6,200009,2,0.00222217,0.00666635,3,3,0.00222217,0.00222217,6,2,0,Normal,Normal
3576938,1526344814.71395,e,1,udp,3,192.168.100.3,18879,216.239.38.10,53,2,201,CON,2,1526344814.89429,8728,0.180337,0.180337,0,0.180337,0.180337,0.180337,1,1,98,103,5.545174,0,0,116736097,201,118038,2,200009,68,17.1051,11.0903,1,20,11.0903,3.11157,2,26,0,Normal,Normal
3576939,1526344814.89495,e,1,udp,3,192.168.100.3,65040,199.7.83.42,53,2,1301,CON,2,1526344814.91045,8729,0.015493,0.015493,0,0.015493,0.015493,0.015493,1,1,85,1216,64.54528,0,0,116736097,2702,118038,4,200009,68,17.1051,130.621,2,20,129.091,3.11157,4,26,0,Normal,Normal
3576940,1526344814.92661,e,1,udp,3,192.168.100.3,36332,199.7.83.42,53,2,1401,CON,2,1526344814.94174,8730,0.01513,0.01513,0,0.01513,0.01513,0.01513,1,1,70,1331,66.093849,0,0,116736097,2702,118038,4,200009,68,17.1051,130.621,2,20,132.188,3.11157,4,26,0,Normal,Normal
3576941,1526344814.92705,e,1,udp,3,192.168.100.3,3144,192.42.93.30,53,2,891,CON,2,1526344815.09134,8731,0.164297,0.164297,0,0.164297,0.164297,0.164297,1,1,85,806,6.086538,0,0,116736097,891,118038,2,200009,68,17.1051,12.1731,1,20,12.1731,3.11157,2,26,0,Normal,Normal
3576942,1526344815.11129,e,1,tcp,1,192.168.100.3,58240,172.217.25.170,443,40,7431,FIN,6,1526344986.20911,8735,171.097824,0.103549,0.13648,0.414195,0.006026,0.338744,21,19,2996,4435,0.22794,0.116892,0.105203,116736097,7431,118038,40,228373,72,17.9997,0.233784,1,20,0.233784,0.309227,40,72,0,Normal,Normal
3576943,1526344875.39601,e,1,udp,3,fe80::250:56ff:febe:26db,5353,ff02::fb,5353,1,107,INT,4,1526344875.39601,9298,0,0,0,0,0,0,1,0,107,0,0,0,0,107,524,1,4,200009,28,0,0,4,1,0,0,4,1,0,Normal,Normal
3576944,1526344875.39653,e,1,udp,3,192.168.100.3,5353,224.0.0.251,5353,1,87,INT,4,1526344875.39653,9299,0,0,0,0,0,0,1,0,87,0,0,0,0,116736097,2052,118038,24,200009,28,17.1051,0,24,20,0,0,24,1,0,Normal,Normal
3576945,1526344912.624,e,1,udp,3,fe80::250:56ff:febe:e9d9,5353,ff02::fb,5353,1,107,INT,4,1526344912.624,9639,0,0,0,0,0,0,1,0,107,0,0,0,0,107,524,1,4,200009,28,0,0,4,1,0,0,4,1,0,Normal,Normal
3576946,1526344912.62413,e,1,udp,3,192.168.100.5,5353,224.0.0.251,5353,1,87,INT,4,1526344912.62413,9640,0,0,0,0,0,0,1,0,87,0,0,0,0,32241905,2052,34760,24,200009,28,94.0539,0,24,7,0,0,24,1,0,Normal,Normal
3576947,1526345116.98065,e,1,udp,3,192.168.100.4,5353,224.0.0.251,5353,1,87,INT,4,1526345116.98065,11519,0,0,0,0,0,0,1,0,87,0,0,0,0,369,2052,5,24,200009,28,13.4199,0,24,3,0,0,24,1,0,Normal,Normal
3576948,1526345116.98077,e,1,udp,3,fe80::c0c0:aa20:45b9:bdd9,5353,ff02::fb,5353,1,107,INT,4,1526345116.98077,11520,0,0,0,0,0,0,1,0,107,0,0,0,0,107,524,1,4,200009,28,0,0,4,1,0,0,4,1,0,Normal,Normal
3576949,1526345185.66244,e,1,udp,3,192.168.100.148,53571,27.124.125.250,123,2,180,CON,2,1526345185.71115,12151,0.048705,0.048705,0,0.048705,0.048705,0.048705,1,1,90,90,20.531773,0,0,1802,360,23,4,200009,8,3.35127,41.0889,2,12,41.0635,24.4,4,8,0,Normal,Normal
3576950,1526345186.83575,e,1,udp,3,192.168.100.150,37024,27.124.125.250,123,2,180,CON,2,1526345186.8844,12162,0.048645,0.048645,0,0.048645,0.048645,0.048645,1,1,90,90,20.557096,0,0,1649,360,21,4,200009,8,4.12964,41.0889,2,14,41.1142,24.4,4,6,0,Normal,Normal
3576951,1526345227.56614,e,1,ipv6-icmp,5,fe80::250:56ff:febe:89ee,133,ff02::2,0,1,70,NRS,8,1526345227.56614,12539,0,0,0,0,0,0,1,0,70,0,0,0,0,70,70,1,1,1,34657,0,0,1,1,0,0,1,1,0,Normal,Normal
3576952,1526345259.37178,e,1,udp,3,192.168.100.147,38810,129.250.35.250,123,2,180,CON,2,1526345259.37875,12832,0.00697,0.00697,0,0.00697,0.00697,0.00697,1,1,90,90,143.472031,0,0,1802,180,23,2,200009,8,3.37968,286.944,1,12,286.944,24.4,2,8,0,Normal,Normal
3576953,1526345283.96583,e,1,udp,3,192.168.100.4,45057,91.189.91.157,123,2,180,CON,2,1526345284.18938,13060,0.223549,0.223549,0,0.223549,0.223549,0.223549,1,1,90,90,4.473292,0,0,369,180,5,2,200009,8,13.4199,8.94658,1,3,8.94658,24.4,2,2,0,Normal,Normal
3576954,1526345284.18918,e,1,arp,2,192.168.100.1,-1,192.168.100.4,-1,2,102,CON,2,1526345284.18919,13062,0.000011,0.000011,0,0.000011,0.000011,0.000011,1,1,60,42,90909.09375,0,0,342,102,6,2,22,22,10791.4,181818,1,3,0.009538,0.009538,2,6,0,Normal,Normal
3576955,1526345289.17636,e,1,arp,2,192.168.100.4,-1,192.168.100.1,-1,2,102,CON,2,1526345289.17661,13109,0.000251,0.000251,0,0.000251,0.000251,0.000251,1,1,42,60,3984.063965,0,0,369,1598,5,22,22,22,7968.13,0.00693673,7,3,0.009538,0.009538,16,2,0,Normal,Normal
3576956,1526345444.64663,e,1,udp,3,192.168.100.150,50232,224.0.0.251,5353,1,88,INT,4,1526345444.64663,14518,0,0,0,0,0,0,1,0,88,0,0,0,0,1649,2052,21,24,200009,28,4.12964,0,24,14,0,0,24,15,0,Normal,Normal
3576957,1526345446.30228,e,1,udp,3,192.168.100.149,40285,224.0.0.251,5353,1,88,INT,4,1526345446.30228,14527,0,0,0,0,0,0,1,0,88,0,0,0,0,1090,2052,13,24,200009,28,2.5924,0,24,9,0,0,24,9,0,Normal,Normal
3576958,1526345449.4077,e,1,udp,3,192.168.100.148,59441,224.0.0.251,5353,1,88,INT,4,1526345449.4077,14533,0,0,0,0,0,0,1,0,88,0,0,0,0,1802,2052,23,24,200009,28,3.35127,0,24,12,0,0,24,9,0,Normal,Normal
3576959,1526345449.65222,e,1,udp,3,192.168.100.150,33816,224.0.0.251,5353,1,83,INT,4,1526345449.65222,14536,0,0,0,0,0,0,1,0,83,0,0,0,0,1649,2052,21,24,200009,28,4.12964,0,24,14,0,0,24,15,0,Normal,Normal
3576960,1526345451.30758,e,1,udp,3,192.168.100.149,57131,224.0.0.251,5353,1,83,INT,4,1526345451.30758,14541,0,0,0,0,0,0,1,0,83,0,0,0,0,1090,2052,13,24,200009,28,2.5924,0,24,9,0,0,24,9,0,Normal,Normal
3576961,1526345451.65593,e,1,udp,3,192.168.100.150,33956,224.0.0.251,5353,1,60,INT,4,1526345451.65593,14545,0,0,0,0,0,0,1,0,60,0,0,0,0,1649,2052,21,24,200009,28,4.12964,0,24,14,0,0,24,15,0,Normal,Normal
3576962,1526345451.88118,e,1,udp,3,192.168.100.147,35795,224.0.0.251,5353,1,88,INT,4,1526345451.88118,14546,0,0,0,0,0,0,1,0,88,0,0,0,0,1802,2052,23,24,200009,28,3.37968,0,24,12,0,0,24,9,0,Normal,Normal
3576963,1526345453.3113,e,1,udp,3,192.168.100.149,50421,224.0.0.251,5353,1,60,INT,4,1526345453.3113,14550,0,0,0,0,0,0,1,0,60,0,0,0,0,1090,2052,13,24,200009,28,2.5924,0,24,9,0,0,24,9,0,Normal,Normal
3576964,1526345454.41296,e,1,udp,3,192.168.100.148,51781,224.0.0.251,5353,1,83,INT,4,1526345454.41296,14551,0,0,0,0,0,0,1,0,83,0,0,0,0,1802,2052,23,24,200009,28,3.35127,0,24,12,0,0,24,9,0,Normal,Normal
3576965,1526345456.41674,e,1,udp,3,192.168.100.148,39502,224.0.0.251,5353,1,60,INT,4,1526345456.41674,14556,0,0,0,0,0,0,1,0,60,0,0,0,0,1802,2052,23,24,200009,28,3.35127,0,24,12,0,0,24,9,0,Normal,Normal
3576966,1526345456.8888,e,1,udp,3,192.168.100.147,54674,224.0.0.251,5353,1,83,INT,4,1526345456.8888,14557,0,0,0,0,0,0,1,0,83,0,0,0,0,1802,2052,23,24,200009,28,3.37968,0,24,12,0,0,24,9,0,Normal,Normal
3576967,1526345458.8924,e,1,udp,3,192.168.100.147,44248,224.0.0.251,5353,1,60,INT,4,1526345458.8924,14561,0,0,0,0,0,0,1,0,60,0,0,0,0,1802,2052,23,24,200009,28,3.37968,0,24,12,0,0,24,9,0,Normal,Normal
3576968,1526345471.65697,e,1,udp,3,192.168.100.150,32985,224.0.0.251,5353,1,88,INT,4,1526345471.65697,14562,0,0,0,0,0,0,1,0,88,0,0,0,0,1649,2052,21,24,200009,28,4.12964,0,24,14,0,0,24,15,0,Normal,Normal
3576969,1526345473.31228,e,1,udp,3,192.168.100.149,38008,224.0.0.251,5353,1,88,INT,4,1526345473.31228,14565,0,0,0,0,0,0,1,0,88,0,0,0,0,1090,2052,13,24,200009,28,2.5924,0,24,9,0,0,24,9,0,Normal,Normal
3576970,1526345476.41777,e,1,udp,3,192.168.100.148,53917,224.0.0.251,5353,1,88,INT,4,1526345476.41777,14568,0,0,0,0,0,0,1,0,88,0,0,0,0,1802,2052,23,24,200009,28,3.35127,0,24,12,0,0,24,9,0,Normal,Normal
3576971,1526345476.65886,e,1,udp,3,192.168.100.150,40086,224.0.0.251,5353,1,83,INT,4,1526345476.65886,14571,0,0,0,0,0,0,1,0,83,0,0,0,0,1649,2052,21,24,200009,28,4.12964,0,24,14,0,0,24,15,0,Normal,Normal
3576972,1526345478.31426,e,1,udp,3,192.168.100.149,51193,224.0.0.251,5353,1,83,INT,4,1526345478.31426,14574,0,0,0,0,0,0,1,0,83,0,0,0,0,1090,2052,13,24,200009,28,2.5924,0,24,9,0,0,24,9,0,Normal,Normal
3576973,1526345478.89351,e,1,udp,3,192.168.100.147,35790,224.0.0.251,5353,1,88,INT,4,1526345478.89351,14579,0,0,0,0,0,0,1,0,88,0,0,0,0,1802,2052,23,24,200009,28,3.37968,0,24,12,0,0,24,9,0,Normal,Normal
3576974,1526345478.75292,e,1,udp,3,192.168.100.150,57854,192.168.217.2,53,2,172,INT,4,1526345481.25403,14578,2.501117,0,0,0,0,0,2,0,172,0,0.399821,0.399821,0,1649,1376,21,16,200009,68,4.12964,0.799779,8,14,0.799643,3.11157,16,15,0,Normal,Normal
3576975,1526345481.41975,e,1,udp,3,192.168.100.148,41399,224.0.0.251,5353,1,83,INT,4,1526345481.41975,14587,0,0,0,0,0,0,1,0,83,0,0,0,0,1802,2052,23,24,200009,28,3.35127,0,24,12,0,0,24,9,0,Normal,Normal
