#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	conn
#open
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	local_resp	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents
#types	time	string	addr	port	addr	port	enum	string	interval	count	count	string	bool	bool	count	string	count	count	count	count	set[string]
1526345453.3113	79	192.168.100.149	50421	224.0.0.251	5353	udp	-	0	60	0	INT	-	-	-	-	1	-	0	-	(empty)
1526345454.41296	80	192.168.100.148	51781	224.0.0.251	5353	udp	-	0	83	0	INT	-	-	-	-	1	-	0	-	(empty)
1526345456.41674	81	192.168.100.148	39502	224.0.0.251	5353	udp	-	0	60	0	INT	-	-	-	-	1	-	0	-	(empty)
1526345456.8888	82	192.168.100.147	54674	224.0.0.251	5353	udp	-	0	83	0	INT	-	-	-	-	1	-	0	-	(empty)
1526345458.8924	83	192.168.100.147	44248	224.0.0.251	5353	udp	-	0	60	0	INT	-	-	-	-	1	-	0	-	(empty)
1526345471.65697	84	192.168.100.150	32985	224.0.0.251	5353	udp	-	0	88	0	INT	-	-	-	-	1	-	0	-	(empty)
1526345473.31228	85	192.168.100.149	38008	224.0.0.251	5353	udp	-	0	88	0	INT	-	-	-	-	1	-	0	-	(empty)
1526345476.41777	86	192.168.100.148	53917	224.0.0.251	5353	udp	-	0	88	0	INT	-	-	-	-	1	-	0	-	(empty)
1526345476.65886	87	192.168.100.150	40086	224.0.0.251	5353	udp	-	0	83	0	INT	-	-	-	-	1	-	0	-	(empty)
1526345478.31426	88	192.168.100.149	51193	224.0.0.251	5353	udp	-	0	83	0	INT	-	-	-	-	1	-	0	-	(empty)
1526345478.89351	89	192.168.100.147	35790	224.0.0.251	5353	udp	-	0	88	0	INT	-	-	-	-	1	-	0	-	(empty)
1526345478.75292	90	192.168.100.150	57854	192.168.217.2	53	udp	-	2.501117	172	0	INT	-	-	-	-	2	-	0	-	(empty)
1526345481.41975	91	192.168.100.148	41399	224.0.0.251	5353	udp	-	0	83	0	INT	-	-	-	-	1	-	0	-	(empty)
1526345480.42123	92	192.168.100.149	43307	192.168.217.2	53	udp	-	2.500041	172	0	INT	-	-	-	-	2	-	0	-	(empty)
1526345483.52084	93	192.168.100.148	42395	192.168.217.2	53	udp	-	2.501191	172	0	INT	-	-	-	-	2	-	0	-	(empty)
1526345483.89549	94	192.168.100.147	46227	224.0.0.251	5353	udp	-	0	83	0	INT	-	-	-	-	1	-	0	-	(empty)
1526345485.25504	95	192.168.100.150	49402	8.8.8.8	53	udp	-	0.007175	86	86	CON	-	-	-	-	1	-	1	-	(empty)
1526345486.92118	96	192.168.100.149	40567	8.8.8.8	53	udp	-	0.007346	86	86	CON	-	-	-	-	1	-	1	-	(empty)
1526345486.0231	97	192.168.100.147	40542	192.168.217.2	53	udp	-	2.500008	172	0	INT	-	-	-	-	2	-	0	-	(empty)
1526345490.02303	98	192.168.100.148	47113	8.8.8.8	53	udp	-	0.006982	86	86	CON	-	-	-	-	1	-	1	-	(empty)
1526345492.52303	99	192.168.100.147	35391	8.8.8.8	53	udp	-	0.006987	86	86	CON	-	-	-	-	1	-	1	-	(empty)
1526345599.91729	100	192.168.100.5	56784	192.168.100.1	53	udp	-	0.052971	79	154	CON	-	-	-	-	1	-	1	-	(empty)
1526345599.97005	101	192.168.100.1	-1	192.168.100.5	-1	arp	-	0.000134	60	60	CON	-	-	-	-	1	-	1	-	(empty)
1526345599.97057	102	192.168.100.5	58787	192.168.100.1	53	udp	-	0.00019	79	154	CON	-	-	-	-	1	-	1	-	(empty)
1526345604.97791	103	192.168.100.5	-1	192.168.100.1	-1	arp	-	0.000078	60	60	CON	-	-	-	-	1	-	1	-	(empty)
1526345617.1401	104	192.168.100.5	49859	192.168.100.3	3306	tcp	-	46.375206	5843	23501	CON	-	-	-	-	46	-	51	-	(empty)
1526345682.99319	105	192.168.100.27	5353	224.0.0.251	5353	udp	-	0	183	0	INT	-	-	-	-	1	-	0	-	(empty)
1526345683.40804	106	fe80::2c6a:ff9b:7e14:166a	5353	ff02::fb	5353	udp	-	0	203	0	INT	-	-	-	-	1	-	0	-	(empty)
1526345895.03285	107	192.168.100.5	0	192.168.100.3	0	tcp	-	1479.64624	15080400	0	CON	-	-	-	-	16225	-	0	-	(empty)
1526345895.03285	108	192.168.100.7	365	192.168.100.3	565	udp	-	1479.699585	885060	0	INT	-	-	-	-	14751	-	0	-	(empty)
1526345895.08306	109	192.168.100.3	80	192.168.100.55	8080	tcp	-	1479.382935	25806623	28757872	CON	-	-	-	-	26545	-	26545	-	(empty)
1526345895.08308	110	192.168.100.46	3456	192.168.100.5	80	udp	-	1479.436279	27205854	25800083	CON	-	-	-	-	26546	-	26546	-	(empty)
1526345895.0831	111	192.168.100.6	80	192.168.100.3	80	tcp	-	1479.542847	2619600	0	CON	-	-	-	-	8850	-	0	-	(empty)
1526345897.1853	112	192.168.100.3	59552	13.55.154.73	8883	tcp	-	1478.75647	500739	78408	CON	-	-	-	-	1190	-	1188	-	(empty)
1526345895.03283	113	192.168.100.46	80	192.168.100.5	80	udp	-	1479.433105	25390827	0	INT	-	-	-	-	26546	-	0	-	(empty)
1526345895.03284	114	192.168.100.46	80	192.168.100.5	80	tcp	-	1479.433105	25437515	0	CON	-	-	-	-	26546	-	0	-	(empty)
1526346075.2152	115	192.168.100.27	58999	192.168.100.1	53	udp	-	0.144049	87	103	CON	-	-	-	-	1	-	1	-	(empty)
1526346075.5967	116	192.168.100.1	-1	192.168.100.27	-1	arp	-	0.000411	60	60	CON	-	-	-	-	1	-	1	-	(empty)
1526346176.04061	117	192.168.100.27	68	192.168.100.1	67	udp	-	0.003554	342	342	CON	-	-	-	-	1	-	1	-	(empty)
1526346080.25216	118	192.168.100.27	-1	192.168.100.1	-1	arp	-	100.864304	120	120	CON	-	-	-	-	2	-	2	-	(empty)
1526346275.28766	119	192.168.100.149	35541	27.124.125.250	123	udp	-	0.049033	90	90	CON	-	-	-	-	1	-	1	-	(empty)
1526346280.29488	120	192.168.100.149	-1	192.168.100.1	-1	arp	-	0.000107	60	60	CON	-	-	-	-	1	-	1	-	(empty)
1526346298.70496	121	fe80::250:56ff:febe:254	133	ff02::2	0	ipv6-icmp	-	0	70	0	NRS	-	-	-	-	1	-	0	-	(empty)
1526346428.29826	122	fe80::250:56ff:febe:bf1a	133	ff02::2	0	ipv6-icmp	-	0	70	0	NRS	-	-	-	-	1	-	0	-	(empty)
1526346513.19756	123	192.168.100.1	-1	192.168.100.3	-1	arp	-	0.000103	60	60	CON	-	-	-	-	1	-	1	-	(empty)
1526346517.59998	124	192.168.100.6	138	192.168.100.255	138	udp	-	900.018799	500	0	INT	-	-	-	-	2	-	0	-	(empty)
1526346608.27713	125	192.168.100.3	15681	216.239.34.10	53	udp	-	0.14349	98	103	CON	-	-	-	-	1	-	1	-	(empty)
1526346608.45372	126	192.168.100.3	19729	199.7.91.13	53	udp	-	0.015746	85	1216	CON	-	-	-	-	1	-	1	-	(empty)
1526346608.45382	127	192.168.100.3	52337	199.7.91.13	53	udp	-	0.015563	70	1139	CON	-	-	-	-	1	-	1	-	(empty)
1526346608.59986	128	192.168.100.3	2293	192.52.178.30	53	udp	-	0.16751	85	806	CON	-	-	-	-	1	-	1	-	(empty)
1526346608.84036	129	192.168.100.3	58253	172.217.25.170	443	tcp	-	170.374344	3063	4404	FIN	-	-	-	-	22	-	18	-	(empty)
1526347047.40038	130	fe80::c0c0:aa20:45b9:bdd9	5353	ff02::fb	5353	udp	-	0	180	0	INT	-	-	-	-	1	-	0	-	(empty)
1526347047.40053	131	192.168.100.4	5353	224.0.0.251	5353	udp	-	0	160	0	INT	-	-	-	-	1	-	0	-	(empty)
1526347080.80617	132	fe80::250:56ff:febe:c038	133	ff02::2	0	ipv6-icmp	-	0	70	0	NRS	-	-	-	-	1	-	0	-	(empty)
1526346040.63206	133	192.168.100.7	139	192.168.100.4	36390	tcp	-	1090.456299	280	264	CON	-	-	-	-	4	-	4	-	(empty)
1526346045.65638	134	192.168.100.4	-1	192.168.100.7	-1	arp	-	1090.560181	168	240	CON	-	-	-	-	4	-	4	-	(empty)
1526347233.9239	135	192.168.100.148	57942	27.124.125.250	123	udp	-	0.048622	90	90	CON	-	-	-	-	1	-	1	-	(empty)
1526347233.97238	136	192.168.100.1	-1	192.168.100.148	-1	arp	-	0.000058	60	60	CON	-	-	-	-	1	-	1	-	(empty)
1526347235.09749	137	192.168.100.150	45932	27.124.125.250	123	udp	-	0.048539	90	90	CON	-	-	-	-	1	-	1	-	(empty)
1526347235.14593	138	192.168.100.1	-1	192.168.100.150	-1	arp	-	0.000065	60	60	CON	-	-	-	-	1	-	1	-	(empty)
1526347239.04868	139	192.168.100.148	-1	192.168.100.1	-1	arp	-	0.000158	60	60	CON	-	-	-	-	1	-	1	-	(empty)
1526347240.27136	140	192.168.100.150	-1	192.168.100.1	-1	arp	-	0.00015	60	60	CON	-	-	-	-	1	-	1	-	(empty)
1526346516.19321	141	192.168.100.7	138	192.168.100.255	138	udp	-	728.372864	1086	0	INT	-	-	-	-	4	-	0	-	(empty)
1526347307.63344	142	192.168.100.147	58264	129.250.35.250	123	udp	-	0.007474	90	90	CON	-	-	-	-	1	-	1	-	(empty)
1526347307.64068	143	192.168.100.1	-1	192.168.100.147	-1	arp	-	0.000055	60	60	CON	-	-	-	-	1	-	1	-	(empty)
1526347312.69731	144	192.168.100.147	-1	192.168.100.1	-1	arp	-	0.000118	60	60	CON	-	-	-	-	1	-	1	-	(empty)
1526347332.21585	145	192.168.100.4	43089	91.189.91.157	123	udp	-	0.221635	90	90	CON	-	-	-	-	1	-	1	-	(empty)
1526347332.43737	146	192.168.100.1	-1	192.168.100.4	-1	arp	-	0.000012	60	42	CON	-	-	-	-	1	-	1	-	(empty)
1526347337.43234	147	192.168.100.4	-1	192.168.100.1	-1	arp	-	0.000232	42	60	CON	-	-	-	-	1	-	1	-	(empty)
1526347895.79454	148	192.168.100.3	59552	13.55.154.73	8883	tcp	-	1936.802368	675381	115236	CON	-	-	-	-	1746	-	1746	-	(empty)
1526347892.26725	149	192.168.100.55	8080	192.168.100.3	80	tcp	-	1940.859253	37747017	34086328	CON	-	-	-	-	35028	-	35029	-	(empty)
1526347892.26724	150	192.168.100.46	80	192.168.100.5	80	udp	-	1940.859253	33491025	0	INT	-	-	-	-	35029	-	0	-	(empty)
1526347892.26725	151	192.168.100.46	80	192.168.100.5	80	tcp	-	1940.80957	33447147	0	CON	-	-	-	-	35028	-	0	-	(empty)
1526347892.26725	152	192.168.100.5	0	192.168.100.3	0	tcp	-	1940.759888	19736679	0	CON	-	-	-	-	21369	-	0	-	(empty)
1526347892.26725	153	192.168.100.7	365	192.168.100.3	565	udp	-	1940.80957	1166520	0	INT	-	-	-	-	19442	-	0	-	(empty)
1526347892.32045	154	192.168.100.46	3456	192.168.100.5	80	udp	-	1940.80603	35835594	34075793	CON	-	-	-	-	35028	-	35028	-	(empty)
1526347892.32048	155	192.168.100.6	80	192.168.100.3	80	tcp	-	1940.756348	3472968	0	CON	-	-	-	-	11733	-	0	-	(empty)
1526347972.94602	156	192.168.100.7	138	192.168.100.255	138	udp	-	1456.749512	1629	0	INT	-	-	-	-	6	-	0	-	(empty)
1526348175.32554	157	192.168.100.6	49680	224.0.0.252	5355	udp	-	0.1061	132	0	INT	-	-	-	-	2	-	0	-	(empty)
1526348175.63496	158	192.168.100.6	137	192.168.100.255	137	udp	-	1.528407	276	0	INT	-	-	-	-	3	-	0	-	(empty)
1526348205.97408	159	192.168.100.3	44627	96.7.49.66	53	udp	-	0.30755	98	235	CON	-	-	-	-	1	-	1	-	(empty)
1526348206.37864	160	192.168.100.3	47585	205.251.193.2	53	udp	-	0.295126	98	268	CON	-	-	-	-	1	-	1	-	(empty)
1526348206.88137	161	192.168.100.3	39455	192.33.4.12	53	udp	-	0.175987	82	1213	CON	-	-	-	-	1	-	1	-	(empty)
1526348206.91122	162	192.168.100.3	28950	192.33.4.12	53	udp	-	0.17588	70	1139	CON	-	-	-	-	1	-	1	-	(empty)
1526348207.12734	163	192.168.100.3	40757	192.41.162.30	53	udp	-	0.167138	82	803	CON	-	-	-	-	1	-	1	-	(empty)
1526348207.47212	164	192.168.100.3	20603	205.251.195.97	53	udp	-	0.283312	93	230	CON	-	-	-	-	1	-	1	-	(empty)
1526348207.79703	165	192.168.100.3	2929	205.251.196.236	53	udp	-	0.009264	93	326	CON	-	-	-	-	1	-	1	-	(empty)
1526348207.90488	166	192.168.100.3	42911	192.36.148.17	53	udp	-	0.057797	81	1209	CON	-	-	-	-	1	-	1	-	(empty)
1526348207.93268	167	192.168.100.3	48989	192.36.148.17	53	udp	-	0.057087	70	1139	CON	-	-	-	-	1	-	1	-	(empty)
1526348208.16207	168	192.168.100.3	65034	192.35.51.30	53	udp	-	0.164684	81	802	CON	-	-	-	-	1	-	1	-	(empty)
1526348221.55046	169	192.168.100.7	139	192.168.100.4	36390	tcp	-	1453.943237	350	330	CON	-	-	-	-	5	-	5	-	(empty)
1526348226.7764	170	192.168.100.4	-1	192.168.100.7	-1	arp	-	1453.828125	210	300	CON	-	-	-	-	5	-	5	-	(empty)
1526348208.52412	171	192.168.100.3	35828	35.165.2.252	443	tcp	-	61.455345	2393	4328	FIN	-	-	-	-	18	-	14	-	(empty)
1526348302.10224	172	192.168.100.150	59360	192.168.217.2	53	udp	-	2.500013	172	0	INT	-	-	-	-	2	-	0	-	(empty)
1526348307.28573	173	192.168.100.150	-1	192.168.100.1	-1	arp	-	981.247681	300	300	CON	-	-	-	-	5	-	5	-	(empty)
1526348308.60219	174	192.168.100.150	53344	8.8.8.8	53	udp	-	0.007516	86	86	CON	-	-	-	-	1	-	1	-	(empty)
1526348314.06988	175	192.168.100.150	58220	192.168.217.2	53	udp	-	2.500081	172	0	INT	-	-	-	-	2	-	0	-	(empty)
1526348317.64365	176	192.168.100.6	138	192.168.100.255	138	udp	-	900.018982	500	0	INT	-	-	-	-	2	-	0	-	(empty)
1526348323.54261	177	192.168.100.149	41708	27.124.125.250	123	udp	-	0.04841	90	90	CON	-	-	-	-	1	-	1	-	(empty)
1526348323.59086	178	192.168.100.1	-1	192.168.100.149	-1	arp	-	0.000111	60	60	CON	-	-	-	-	1	-	1	-	(empty)
1526348328.55594	179	192.168.100.149	-1	192.168.100.1	-1	arp	-	851.200012	240	240	CON	-	-	-	-	4	-	4	-	(empty)
1526348331.19155	180	192.168.100.149	57424	8.8.8.8	53	udp	-	0.282753	164	438	CON	-	-	-	-	2	-	2	-	(empty)
1526348331.47453	181	192.168.100.149	56388	52.11.124.117	443	tcp	-	0.82394	7007	10672	FIN	-	-	-	-	15	-	15	-	(empty)
1526348341.0553	182	192.168.100.148	59210	8.8.8.8	53	udp	-	0.447222	164	438	CON	-	-	-	-	2	-	2	-	(empty)
1526348341.50281	183	192.168.100.148	53060	52.11.124.117	443	tcp	-	1.525284	7215	13633	FIN	-	-	-	-	17	-	16	-	(empty)
1526348343.02618	184	192.168.100.150	54010	8.8.8.8	53	udp	-	0.371472	164	438	CON	-	-	-	-	2	-	2	-	(empty)
1526348343.39802	185	192.168.100.150	60168	52.11.124.117	443	tcp	-	0.873009	7073	10666	FIN	-	-	-	-	16	-	15	-	(empty)
1526348382.18801	186	192.168.100.149	57987	8.8.8.8	53	udp	-	0.144525	162	278	CON	-	-	-	-	2	-	2	-	(empty)
1526348382.33291	187	192.168.100.149	46266	52.201.147.106	443	tcp	-	1.499182	1646	6459	FIN	-	-	-	-	13	-	11	-	(empty)
1526348382.93035	188	192.168.100.148	56421	8.8.8.8	53	udp	-	0.143718	162	278	CON	-	-	-	-	2	-	2	-	(empty)
1526348383.07442	189	192.168.100.148	48740	52.201.147.106	443	tcp	-	1.388327	1646	6573	FIN	-	-	-	-	13	-	12	-	(empty)
1526348394.1735	190	192.168.100.150	59124	8.8.8.8	53	udp	-	0.144507	162	278	CON	-	-	-	-	2	-	2	-	(empty)
1526348394.31829	191	192.168.100.150	54730	52.201.147.106	443	tcp	-	1.44505	1646	6525	FIN	-	-	-	-	13	-	12	-	(empty)
1526348397.16427	192	192.168.100.3	6150	216.239.36.10	53	udp	-	0.142401	98	103	CON	-	-	-	-	1	-	1	-	(empty)
