frame.time_epoch,frame.len,protocol,eth.src,eth.dst,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,icmp.type,icmp.code,arp.opcode,arp.src.hw_mac,arp.src.proto_ipv4,arp.dst.hw_mac,arp.dst.proto_ipv4,ipv6.src,ipv6.dst,Label,Attack Category,Flow ID
1424219008.033514000,1516,tcp,00:50:56:a5:77:63,,149.171.126.16,175.45.176.3,143,22592,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.3-143-22592-1424219008.0
1424219008.033703000,1516,tcp,00:1b:17:05:9e:1c,,149.171.126.16,175.45.176.3,143,22592,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.3-143-22592-1424219008.0
1424219008.033709000,1516,tcp,00:50:56:a5:77:63,,149.171.126.16,175.45.176.3,143,22592,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.3-143-22592-1424219008.0
1424219008.033729000,1516,tcp,00:1b:17:05:9e:1c,,149.171.126.16,175.45.176.3,143,22592,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.3-143-22592-1424219008.0
1424219008.033731000,1516,tcp,00:50:56:a5:77:63,,149.171.126.16,175.45.176.3,143,22592,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.3-143-22592-1424219008.0
1424219008.033936000,1516,tcp,00:1b:17:05:9e:1c,,149.171.126.16,175.45.176.3,143,22592,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.3-143-22592-1424219008.0
1424219008.033942000,1516,tcp,00:50:56:a5:77:63,,149.171.126.16,175.45.176.3,143,22592,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.3-143-22592-1424219008.0
1424219008.034343000,1516,tcp,00:1b:17:05:9e:1c,,149.171.126.16,175.45.176.3,143,22592,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.3-143-22592-1424219008.0
1424219008.034348000,1516,tcp,00:50:56:a5:77:63,,149.171.126.16,175.45.176.3,143,22592,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.3-143-22592-1424219008.0
1424219008.034564000,1516,tcp,00:1b:17:05:9e:1c,,149.171.126.16,175.45.176.3,143,22592,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.3-143-22592-1424219008.0
1424219008.034571000,1516,tcp,00:50:56:a5:77:63,,149.171.126.16,175.45.176.3,143,22592,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.3-143-22592-1424219008.0
1424219008.035075000,1516,tcp,00:1b:17:05:9e:1c,,149.171.126.16,175.45.176.3,143,22592,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.3-143-22592-1424219008.0
1424219008.035081000,1516,tcp,00:50:56:a5:77:63,,149.171.126.16,175.45.176.3,143,22592,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.3-143-22592-1424219008.0
1424219008.035191000,1516,tcp,00:1b:17:05:9e:1c,,149.171.126.16,175.45.176.3,143,22592,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.3-143-22592-1424219008.0
1424219008.035196000,1516,tcp,00:50:56:a5:77:63,,149.171.126.16,175.45.176.3,143,22592,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.3-143-22592-1424219008.0
1424219008.036774000,1516,tcp,00:1b:17:05:9e:1c,,149.171.126.16,175.45.176.3,143,22592,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.3-143-22592-1424219008.0
1424219008.036785000,1516,tcp,00:50:56:a5:77:63,,149.171.126.16,175.45.176.3,143,22592,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.3-143-22592-1424219008.0
1424219008.036809000,1516,tcp,00:1b:17:05:9e:1c,,149.171.126.16,175.45.176.3,143,22592,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.3-143-22592-1424219008.0
1424219008.036812000,1516,tcp,00:50:56:a5:77:63,,149.171.126.16,175.45.176.3,143,22592,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.3-143-22592-1424219008.0
1424219008.036815000,333,tcp,00:1b:17:05:9e:1c,,149.171.126.16,175.45.176.3,143,22592,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.3-143-22592-1424219008.0
1424219008.036816000,333,tcp,00:50:56:a5:77:63,,149.171.126.16,175.45.176.3,143,22592,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.3-143-22592-1424219008.0
1424219008.139214000,1516,tcp,00:1b:17:05:9e:1c,,149.171.126.16,175.45.176.3,143,22592,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.3-143-22592-1424219008.0
1424219008.139223000,1516,tcp,00:50:56:a5:77:63,,149.171.126.16,175.45.176.3,143,22592,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.3-143-22592-1424219008.0
1424219008.139759000,1516,tcp,00:1b:17:05:9e:1c,,149.171.126.16,175.45.176.3,143,22592,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.3-143-22592-1424219008.0
1424219008.139767000,1516,tcp,00:50:56:a5:77:63,,149.171.126.16,175.45.176.3,143,22592,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.3-143-22592-1424219008.0
1424219008.139771000,952,tcp,00:1b:17:05:9e:1c,,149.171.126.16,175.45.176.3,143,22592,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.3-143-22592-1424219008.0
1424219008.139773000,952,tcp,00:50:56:a5:77:63,,149.171.126.16,175.45.176.3,143,22592,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.3-143-22592-1424219008.0
1424219008.189282000,62,tcp,00:1b:17:05:9e:1c,,149.171.126.16,175.45.176.3,143,22592,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.3-143-22592-1424219008.0
1424219008.189285000,56,tcp,00:50:56:a5:77:63,,149.171.126.16,175.45.176.3,143,22592,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.3-143-22592-1424219008.0
1424219008.308414000,62,tcp,00:1b:17:05:9e:1c,,149.171.126.16,175.45.176.3,143,22592,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.3-143-22592-1424219008.0
1424219008.308420000,56,tcp,00:50:56:a5:77:63,,149.171.126.16,175.45.176.3,143,22592,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.3-143-22592-1424219008.0
1424219007.760103000,64,tcp,02:1a:c5:00:00:00,,175.45.176.0,149.171.126.16,62762,56430,,,,,,,,,,,,BENIGN,,175.45.176.0-149.171.126.16-62762-56430-1424219008.0
1424219007.760112000,64,tcp,00:50:56:a5:24:c2,,175.45.176.0,149.171.126.16,62762,56430,,,,,,,,,,,,BENIGN,,175.45.176.0-149.171.126.16-62762-56430-1424219008.0
1424219007.872018000,64,tcp,02:1a:c5:00:00:00,,175.45.176.0,149.171.126.16,62762,56430,,,,,,,,,,,,BENIGN,,175.45.176.0-149.171.126.16-62762-56430-1424219008.0
1424219007.872027000,64,tcp,00:50:56:a5:24:c2,,175.45.176.0,149.171.126.16,62762,56430,,,,,,,,,,,,BENIGN,,175.45.176.0-149.171.126.16-62762-56430-1424219008.0
1424219009.302890000,62,tcp,02:1a:c5:00:00:00,,175.45.176.0,149.171.126.16,62762,56430,,,,,,,,,,,,BENIGN,,175.45.176.0-149.171.126.16-62762-56430-1424219008.0
1424219009.302899000,56,tcp,00:50:56:a5:24:c2,,175.45.176.0,149.171.126.16,62762,56430,,,,,,,,,,,,BENIGN,,175.45.176.0-149.171.126.16-62762-56430-1424219008.0
1424219009.383223000,62,tcp,02:1a:c5:00:00:00,,175.45.176.0,149.171.126.16,62762,56430,,,,,,,,,,,,BENIGN,,175.45.176.0-149.171.126.16-62762-56430-1424219008.0
1424219009.383232000,56,tcp,00:50:56:a5:24:c2,,175.45.176.0,149.171.126.16,62762,56430,,,,,,,,,,,,BENIGN,,175.45.176.0-149.171.126.16-62762-56430-1424219008.0
1424219007.801348000,62,tcp,02:1a:c5:00:00:00,,175.45.176.0,149.171.126.16,45235,21,,,,,,,,,,,,BENIGN,,175.45.176.0-149.171.126.16-45235-21-1424219008.0
1424219007.801358000,56,tcp,00:50:56:a5:24:c2,,175.45.176.0,149.171.126.16,45235,21,,,,,,,,,,,,BENIGN,,175.45.176.0-149.171.126.16-45235-21-1424219008.0
1424219008.188364000,87,tcp,02:1a:c5:00:00:00,,175.45.176.0,149.171.126.16,45235,21,,,,,,,,,,,,BENIGN,,175.45.176.0-149.171.126.16-45235-21-1424219008.0
1424219008.188373000,87,tcp,00:50:56:a5:24:c2,,175.45.176.0,149.171.126.16,45235,21,,,,,,,,,,,,BENIGN,,175.45.176.0-149.171.126.16-45235-21-1424219008.0
1424219009.036722000,87,tcp,02:1a:c5:00:00:00,,175.45.176.0,149.171.126.16,45235,21,,,,,,,,,,,,BENIGN,,175.45.176.0-149.171.126.16-45235-21-1424219008.0
1424219009.036731000,87,tcp,00:50:56:a5:24:c2,,175.45.176.0,149.171.126.16,45235,21,,,,,,,,,,,,BENIGN,,175.45.176.0-149.171.126.16-45235-21-1424219008.0
1424219009.383987000,62,tcp,02:1a:c5:00:00:00,,175.45.176.0,149.171.126.16,45235,21,,,,,,,,,,,,BENIGN,,175.45.176.0-149.171.126.16-45235-21-1424219008.0
1424219009.383996000,56,tcp,00:50:56:a5:24:c2,,175.45.176.0,149.171.126.16,45235,21,,,,,,,,,,,,BENIGN,,175.45.176.0-149.171.126.16-45235-21-1424219008.0
1424219009.418041000,62,tcp,02:1a:c5:00:00:00,,175.45.176.0,149.171.126.16,45235,21,,,,,,,,,,,,BENIGN,,175.45.176.0-149.171.126.16-45235-21-1424219008.0
1424219009.418050000,56,tcp,00:50:56:a5:24:c2,,175.45.176.0,149.171.126.16,45235,21,,,,,,,,,,,,BENIGN,,175.45.176.0-149.171.126.16-45235-21-1424219008.0
1424219009.482981000,62,tcp,02:1a:c5:00:00:00,,175.45.176.0,149.171.126.16,45235,21,,,,,,,,,,,,BENIGN,,175.45.176.0-149.171.126.16-45235-21-1424219008.0
1424219009.482990000,56,tcp,00:50:56:a5:24:c2,,175.45.176.0,149.171.126.16,45235,21,,,,,,,,,,,,BENIGN,,175.45.176.0-149.171.126.16-45235-21-1424219008.0
1424219007.821570000,64,tcp,00:1b:17:05:9e:1c,,149.171.126.16,175.45.176.0,56430,62762,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.0-56430-62762-1424219008.0
1424219007.821579000,64,tcp,00:50:56:a5:77:63,,149.171.126.16,175.45.176.0,56430,62762,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.0-56430-62762-1424219008.0
1424219009.216576000,1516,tcp,00:1b:17:05:9e:1c,,149.171.126.16,175.45.176.0,56430,62762,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.0-56430-62762-1424219008.0
1424219009.216587000,1516,tcp,00:50:56:a5:77:63,,149.171.126.16,175.45.176.0,56430,62762,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.0-56430-62762-1424219008.0
1424219009.217068000,1516,tcp,00:1b:17:05:9e:1c,,149.171.126.16,175.45.176.0,56430,62762,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.0-56430-62762-1424219008.0
1424219009.217073000,1516,tcp,00:50:56:a5:77:63,,149.171.126.16,175.45.176.0,56430,62762,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.0-56430-62762-1424219008.0
1424219009.217243000,1516,tcp,00:1b:17:05:9e:1c,,149.171.126.16,175.45.176.0,56430,62762,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.0-56430-62762-1424219008.0
1424219009.217248000,1516,tcp,00:50:56:a5:77:63,,149.171.126.16,175.45.176.0,56430,62762,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.0-56430-62762-1424219008.0
1424219009.218690000,1516,tcp,00:1b:17:05:9e:1c,,149.171.126.16,175.45.176.0,56430,62762,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.0-56430-62762-1424219008.0
1424219009.218694000,1516,tcp,00:50:56:a5:77:63,,149.171.126.16,175.45.176.0,56430,62762,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.0-56430-62762-1424219008.0
1424219009.218697000,475,tcp,00:1b:17:05:9e:1c,,149.171.126.16,175.45.176.0,56430,62762,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.0-56430-62762-1424219008.0
1424219009.218698000,475,tcp,00:50:56:a5:77:63,,149.171.126.16,175.45.176.0,56430,62762,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.0-56430-62762-1424219008.0
1424219009.303818000,62,tcp,00:1b:17:05:9e:1c,,149.171.126.16,175.45.176.0,56430,62762,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.0-56430-62762-1424219008.0
1424219009.303824000,56,tcp,00:50:56:a5:77:63,,149.171.126.16,175.45.176.0,56430,62762,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.0-56430-62762-1424219008.0
1424219009.362622000,62,tcp,00:1b:17:05:9e:1c,,149.171.126.16,175.45.176.0,56430,62762,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.0-56430-62762-1424219008.0
1424219009.362628000,56,tcp,00:50:56:a5:77:63,,149.171.126.16,175.45.176.0,56430,62762,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.0-56430-62762-1424219008.0
1424219007.843340000,62,tcp,00:1b:17:05:9e:1c,,149.171.126.14,175.45.176.3,179,33159,,,,,,,,,,,,BENIGN,,149.171.126.14-175.45.176.3-179-33159-1424219008.0
1424219007.843350000,56,tcp,00:50:56:a5:77:63,,149.171.126.14,175.45.176.3,179,33159,,,,,,,,,,,,BENIGN,,149.171.126.14-175.45.176.3-179-33159-1424219008.0
1424219007.912123000,62,tcp,00:1b:17:05:9e:1c,,149.171.126.14,175.45.176.3,179,33159,,,,,,,,,,,,BENIGN,,149.171.126.14-175.45.176.3-179-33159-1424219008.0
1424219007.912132000,56,tcp,00:50:56:a5:77:63,,149.171.126.14,175.45.176.3,179,33159,,,,,,,,,,,,BENIGN,,149.171.126.14-175.45.176.3-179-33159-1424219008.0
1424219007.964811000,62,tcp,00:1b:17:05:9e:1c,,149.171.126.14,175.45.176.3,179,33159,,,,,,,,,,,,BENIGN,,149.171.126.14-175.45.176.3-179-33159-1424219008.0
1424219007.964818000,56,tcp,00:50:56:a5:77:63,,149.171.126.14,175.45.176.3,179,33159,,,,,,,,,,,,BENIGN,,149.171.126.14-175.45.176.3-179-33159-1424219008.0
1424219007.920742000,62,tcp,02:1a:c5:00:00:00,,175.45.176.3,149.171.126.14,33159,179,,,,,,,,,,,,BENIGN,,175.45.176.3-149.171.126.14-33159-179-1424219008.0
1424219007.920752000,56,tcp,00:50:56:a5:24:c2,,175.45.176.3,149.171.126.14,33159,179,,,,,,,,,,,,BENIGN,,175.45.176.3-149.171.126.14-33159-179-1424219008.0
1424219007.945858000,62,tcp,02:1a:c5:00:00:00,,175.45.176.3,149.171.126.14,33159,179,,,,,,,,,,,,BENIGN,,175.45.176.3-149.171.126.14-33159-179-1424219008.0
1424219007.945867000,56,tcp,00:50:56:a5:24:c2,,175.45.176.3,149.171.126.14,33159,179,,,,,,,,,,,,BENIGN,,175.45.176.3-149.171.126.14-33159-179-1424219008.0
1424219008.189154000,64,tcp,02:1a:c5:00:00:00,,175.45.176.3,149.171.126.14,43722,179,,,,,,,,,,,,BENIGN,,175.45.176.3-149.171.126.14-43722-179-1424219008.0
1424219008.189155000,64,tcp,00:50:56:a5:24:c2,,175.45.176.3,149.171.126.14,43722,179,,,,,,,,,,,,BENIGN,,175.45.176.3-149.171.126.14-43722-179-1424219008.0
1424219008.362093000,64,tcp,02:1a:c5:00:00:00,,175.45.176.3,149.171.126.14,43722,179,,,,,,,,,,,,BENIGN,,175.45.176.3-149.171.126.14-43722-179-1424219008.0
1424219008.362103000,64,tcp,00:50:56:a5:24:c2,,175.45.176.3,149.171.126.14,43722,179,,,,,,,,,,,,BENIGN,,175.45.176.3-149.171.126.14-43722-179-1424219008.0
1424219008.436993000,101,tcp,02:1a:c5:00:00:00,,175.45.176.3,149.171.126.14,43722,179,,,,,,,,,,,,BENIGN,,175.45.176.3-149.171.126.14-43722-179-1424219008.0
1424219008.437002000,101,tcp,00:50:56:a5:24:c2,,175.45.176.3,149.171.126.14,43722,179,,,,,,,,,,,,BENIGN,,175.45.176.3-149.171.126.14-43722-179-1424219008.0
1424219008.530083000,62,tcp,02:1a:c5:00:00:00,,175.45.176.3,149.171.126.14,43722,179,,,,,,,,,,,,BENIGN,,175.45.176.3-149.171.126.14-43722-179-1424219008.0
1424219008.530092000,56,tcp,00:50:56:a5:24:c2,,175.45.176.3,149.171.126.14,43722,179,,,,,,,,,,,,BENIGN,,175.45.176.3-149.171.126.14-43722-179-1424219008.0
1424219008.548504000,62,tcp,02:1a:c5:00:00:00,,175.45.176.3,149.171.126.14,43722,179,,,,,,,,,,,,BENIGN,,175.45.176.3-149.171.126.14-43722-179-1424219008.0
1424219008.548513000,56,tcp,00:50:56:a5:24:c2,,175.45.176.3,149.171.126.14,43722,179,,,,,,,,,,,,BENIGN,,175.45.176.3-149.171.126.14-43722-179-1424219008.0
1424219008.308486000,64,tcp,00:1b:17:05:9e:1c,,149.171.126.14,175.45.176.3,179,43722,,,,,,,,,,,,BENIGN,,149.171.126.14-175.45.176.3-179-43722-1424219008.0
1424219008.308490000,64,tcp,00:50:56:a5:77:63,,149.171.126.14,175.45.176.3,179,43722,,,,,,,,,,,,BENIGN,,149.171.126.14-175.45.176.3-179-43722-1424219008.0
1424219008.521575000,62,tcp,00:1b:17:05:9e:1c,,149.171.126.14,175.45.176.3,179,43722,,,,,,,,,,,,BENIGN,,149.171.126.14-175.45.176.3-179-43722-1424219008.0
1424219008.521585000,56,tcp,00:50:56:a5:77:63,,149.171.126.14,175.45.176.3,179,43722,,,,,,,,,,,,BENIGN,,149.171.126.14-175.45.176.3-179-43722-1424219008.0
1424219008.569682000,62,tcp,00:1b:17:05:9e:1c,,149.171.126.14,175.45.176.3,179,43722,,,,,,,,,,,,BENIGN,,149.171.126.14-175.45.176.3-179-43722-1424219008.0
1424219008.569691000,56,tcp,00:50:56:a5:77:63,,149.171.126.14,175.45.176.3,179,43722,,,,,,,,,,,,BENIGN,,149.171.126.14-175.45.176.3-179-43722-1424219008.0
1424219008.489686000,62,tcp,00:1b:17:05:9e:1c,,149.171.126.16,175.45.176.0,21,45235,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.0-21-45235-1424219008.0
1424219008.489695000,56,tcp,00:50:56:a5:77:63,,149.171.126.16,175.45.176.0,21,45235,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.0-21-45235-1424219008.0
1424219008.907069000,66,tcp,00:1b:17:05:9e:1c,,149.171.126.16,175.45.176.0,21,45235,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.0-21-45235-1424219008.0
1424219008.907076000,66,tcp,00:50:56:a5:77:63,,149.171.126.16,175.45.176.0,21,45235,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.0-21-45235-1424219008.0
1424219009.126570000,157,tcp,00:1b:17:05:9e:1c,,149.171.126.16,175.45.176.0,21,45235,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.0-21-45235-1424219008.0
1424219009.126579000,157,tcp,00:50:56:a5:77:63,,149.171.126.16,175.45.176.0,21,45235,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.0-21-45235-1424219008.0
1424219009.323098000,81,tcp,00:1b:17:05:9e:1c,,149.171.126.16,175.45.176.0,21,45235,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.0-21-45235-1424219008.0
1424219009.323110000,81,tcp,00:50:56:a5:77:63,,149.171.126.16,175.45.176.0,21,45235,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.0-21-45235-1424219008.0
1424219009.418858000,62,tcp,00:1b:17:05:9e:1c,,149.171.126.16,175.45.176.0,21,45235,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.0-21-45235-1424219008.0
1424219009.418862000,56,tcp,00:50:56:a5:77:63,,149.171.126.16,175.45.176.0,21,45235,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.0-21-45235-1424219008.0
1424219009.482270000,62,tcp,00:1b:17:05:9e:1c,,149.171.126.16,175.45.176.0,21,45235,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.0-21-45235-1424219008.0
1424219009.482279000,56,tcp,00:50:56:a5:77:63,,149.171.126.16,175.45.176.0,21,45235,,,,,,,,,,,,BENIGN,,149.171.126.16-175.45.176.0-21-45235-1424219008.0
1424224782.195055000,72,tcp,00:1b:17:05:9e:1c,,149.171.126.8,59.166.0.9,5190,24158,,,,,,,,,,,,BENIGN,,149.171.126.8-59.166.0.9-5190-24158-1424224782.0
1424224782.195059000,72,tcp,00:50:56:a5:77:63,,149.171.126.8,59.166.0.9,5190,24158,,,,,,,,,,,,BENIGN,,149.171.126.8-59.166.0.9-5190-24158-1424224782.0
1424224782.195765000,78,tcp,00:1b:17:05:9e:1c,,149.171.126.8,59.166.0.9,5190,24158,,,,,,,,,,,,BENIGN,,149.171.126.8-59.166.0.9-5190-24158-1424224782.0
1424224782.195767000,78,tcp,00:50:56:a5:77:63,,149.171.126.8,59.166.0.9,5190,24158,,,,,,,,,,,,BENIGN,,149.171.126.8-59.166.0.9-5190-24158-1424224782.0
1424224782.197011000,68,tcp,00:1b:17:05:9e:1c,,149.171.126.8,59.166.0.9,5190,24158,,,,,,,,,,,,BENIGN,,149.171.126.8-59.166.0.9-5190-24158-1424224782.0
1424224782.197017000,68,tcp,00:50:56:a5:77:63,,149.171.126.8,59.166.0.9,5190,24158,,,,,,,,,,,,BENIGN,,149.171.126.8-59.166.0.9-5190-24158-1424224782.0
1424224782.197115000,88,tcp,00:1b:17:05:9e:1c,,149.171.126.8,59.166.0.9,5190,24158,,,,,,,,,,,,BENIGN,,149.171.126.8-59.166.0.9-5190-24158-1424224782.0
1424224782.197119000,88,tcp,00:50:56:a5:77:63,,149.171.126.8,59.166.0.9,5190,24158,,,,,,,,,,,,BENIGN,,149.171.126.8-59.166.0.9-5190-24158-1424224782.0
1424224782.197917000,68,tcp,00:1b:17:05:9e:1c,,149.171.126.8,59.166.0.9,5190,24158,,,,,,,,,,,,BENIGN,,149.171.126.8-59.166.0.9-5190-24158-1424224782.0
1424224782.197923000,68,tcp,00:50:56:a5:77:63,,149.171.126.8,59.166.0.9,5190,24158,,,,,,,,,,,,BENIGN,,149.171.126.8-59.166.0.9-5190-24158-1424224782.0
1424224782.198014000,92,tcp,00:1b:17:05:9e:1c,,149.171.126.8,59.166.0.9,5190,24158,,,,,,,,,,,,BENIGN,,149.171.126.8-59.166.0.9-5190-24158-1424224782.0
1424224782.198018000,92,tcp,00:50:56:a5:77:63,,149.171.126.8,59.166.0.9,5190,24158,,,,,,,,,,,,BENIGN,,149.171.126.8-59.166.0.9-5190-24158-1424224782.0
1424224782.198878000,68,tcp,00:1b:17:05:9e:1c,,149.171.126.8,59.166.0.9,5190,24158,,,,,,,,,,,,BENIGN,,149.171.126.8-59.166.0.9-5190-24158-1424224782.0
